n,pts_time,fps,frame_idx
1,0.0,25.0,0.0
2,1.0,25.0,25.0
3,2.0,25.0,50.0
4,3.0,25.0,75.0
5,4.0,25.0,100.0
6,5.0,25.0,125.0
7,6.0,25.0,150.0
8,7.0,25.0,175.0
9,8.0,25.0,200.0
10,9.0,25.0,225.0
11,10.0,25.0,250.0
12,11.0,25.0,275.0
13,12.0,25.0,300.0
14,13.0,25.0,325.0
15,14.0,25.0,350.0
16,15.0,25.0,375.0
17,16.0,25.0,400.0
18,17.0,25.0,425.0
19,18.0,25.0,450.0
20,19.0,25.0,475.0
21,20.0,25.0,500.0
22,21.0,25.0,525.0
23,22.0,25.0,550.0
24,23.0,25.0,575.0
25,24.0,25.0,600.0
26,25.0,25.0,625.0
27,26.0,25.0,650.0
28,27.0,25.0,675.0
29,28.0,25.0,700.0
30,29.0,25.0,725.0
31,30.0,25.0,750.0
32,31.0,25.0,775.0
33,32.0,25.0,800.0
34,33.0,25.0,825.0
35,34.0,25.0,850.0
36,35.0,25.0,875.0
37,36.0,25.0,900.0
38,37.0,25.0,925.0
39,38.0,25.0,950.0
40,39.0,25.0,975.0
41,40.0,25.0,1000.0
42,41.0,25.0,1025.0
43,42.0,25.0,1050.0
44,43.0,25.0,1075.0
45,44.0,25.0,1100.0
46,45.0,25.0,1125.0
47,46.0,25.0,1150.0
48,47.0,25.0,1175.0
49,48.0,25.0,1200.0
50,49.0,25.0,1225.0
51,50.0,25.0,1250.0
52,51.0,25.0,1275.0
53,52.0,25.0,1300.0
54,53.0,25.0,1325.0
55,54.0,25.0,1350.0
56,55.0,25.0,1375.0
57,56.0,25.0,1400.0
58,57.0,25.0,1425.0
59,58.0,25.0,1450.0
60,59.0,25.0,1475.0
61,60.0,25.0,1500.0
62,61.0,25.0,1525.0
63,62.0,25.0,1550.0
64,63.0,25.0,1575.0
65,64.0,25.0,1600.0
66,65.0,25.0,1625.0
67,66.0,25.0,1650.0
68,67.0,25.0,1675.0
69,68.0,25.0,1700.0
70,69.0,25.0,1725.0
71,70.0,25.0,1750.0
72,71.0,25.0,1775.0
73,72.0,25.0,1800.0
74,73.0,25.0,1825.0
75,74.0,25.0,1850.0
76,75.0,25.0,1875.0
77,76.0,25.0,1900.0
78,77.0,25.0,1925.0
79,78.0,25.0,1950.0
80,79.0,25.0,1975.0
81,80.0,25.0,2000.0
82,81.0,25.0,2025.0
83,82.0,25.0,2050.0
84,83.0,25.0,2075.0
85,84.0,25.0,2100.0
86,85.0,25.0,2125.0
87,86.0,25.0,2150.0
88,87.0,25.0,2175.0
89,88.0,25.0,2200.0
90,89.0,25.0,2225.0
91,90.0,25.0,2250.0
92,91.0,25.0,2275.0
93,92.0,25.0,2300.0
94,93.0,25.0,2325.0
95,94.0,25.0,2350.0
96,95.0,25.0,2375.0
97,96.0,25.0,2400.0
98,97.0,25.0,2425.0
99,98.0,25.0,2450.0
100,99.0,25.0,2475.0
101,100.0,25.0,2500.0
102,101.0,25.0,2525.0
103,102.0,25.0,2550.0
104,103.0,25.0,2575.0
105,104.0,25.0,2600.0
106,105.0,25.0,2625.0
107,106.0,25.0,2650.0
108,107.0,25.0,2675.0
109,108.0,25.0,2700.0
110,109.0,25.0,2725.0
111,110.0,25.0,2750.0
112,111.0,25.0,2775.0
113,112.0,25.0,2800.0
114,113.0,25.0,2825.0
115,114.0,25.0,2850.0
116,115.0,25.0,2875.0
117,116.0,25.0,2900.0
118,117.0,25.0,2925.0
119,118.0,25.0,2950.0
120,119.0,25.0,2975.0
121,120.0,25.0,3000.0
122,121.0,25.0,3025.0
123,122.0,25.0,3050.0
124,123.0,25.0,3075.0
125,124.0,25.0,3100.0
126,125.0,25.0,3125.0
127,126.0,25.0,3150.0
128,127.0,25.0,3175.0
129,128.0,25.0,3200.0
130,129.0,25.0,3225.0
131,130.0,25.0,3250.0
132,131.0,25.0,3275.0
133,132.0,25.0,3300.0
134,133.0,25.0,3325.0
135,134.0,25.0,3350.0
136,135.0,25.0,3375.0
137,136.0,25.0,3400.0
138,137.0,25.0,3425.0
139,138.0,25.0,3450.0
140,139.0,25.0,3475.0
141,140.0,25.0,3500.0
142,141.0,25.0,3525.0
143,142.0,25.0,3550.0
144,143.0,25.0,3575.0
145,144.0,25.0,3600.0
146,145.0,25.0,3625.0
147,146.0,25.0,3650.0
148,147.0,25.0,3675.0
149,148.0,25.0,3700.0
150,149.0,25.0,3725.0
151,150.0,25.0,3750.0
152,151.0,25.0,3775.0
153,152.0,25.0,3800.0
154,153.0,25.0,3825.0
155,154.0,25.0,3850.0
156,155.0,25.0,3875.0
157,156.0,25.0,3900.0
158,157.0,25.0,3925.0
159,158.0,25.0,3950.0
160,159.0,25.0,3975.0
161,160.0,25.0,4000.0
162,161.0,25.0,4025.0
163,162.0,25.0,4050.0
164,163.0,25.0,4075.0
165,164.0,25.0,4100.0
166,165.0,25.0,4125.0
167,166.0,25.0,4150.0
168,167.0,25.0,4175.0
169,168.0,25.0,4200.0
170,169.0,25.0,4225.0
171,170.0,25.0,4250.0
172,171.0,25.0,4275.0
173,172.0,25.0,4300.0
174,173.0,25.0,4325.0
175,174.0,25.0,4350.0
176,175.0,25.0,4375.0
177,176.0,25.0,4400.0
178,177.0,25.0,4425.0
179,178.0,25.0,4450.0
180,179.0,25.0,4475.0
181,180.0,25.0,4500.0
182,181.0,25.0,4525.0
183,182.0,25.0,4550.0
184,183.0,25.0,4575.0
185,184.0,25.0,4600.0
186,185.0,25.0,4625.0
187,186.0,25.0,4650.0
188,187.0,25.0,4675.0
189,188.0,25.0,4700.0
190,189.0,25.0,4725.0
191,190.0,25.0,4750.0
192,191.0,25.0,4775.0
193,192.0,25.0,4800.0
194,193.0,25.0,4825.0
195,194.0,25.0,4850.0
196,195.0,25.0,4875.0
197,196.0,25.0,4900.0
198,197.0,25.0,4925.0
199,198.0,25.0,4950.0
200,199.0,25.0,4975.0
201,200.0,25.0,5000.0
202,201.0,25.0,5025.0
203,202.0,25.0,5050.0
204,203.0,25.0,5075.0
205,204.0,25.0,5100.0
206,205.0,25.0,5125.0
207,206.0,25.0,5150.0
208,207.0,25.0,5175.0
209,208.0,25.0,5200.0
210,209.0,25.0,5225.0
211,210.0,25.0,5250.0
212,211.0,25.0,5275.0
213,212.0,25.0,5300.0
214,213.0,25.0,5325.0
215,214.0,25.0,5350.0
216,215.0,25.0,5375.0
217,216.0,25.0,5400.0
218,217.0,25.0,5425.0
219,218.0,25.0,5450.0
220,219.0,25.0,5475.0
221,220.0,25.0,5500.0
222,221.0,25.0,5525.0
223,222.0,25.0,5550.0
224,223.0,25.0,5575.0
225,224.0,25.0,5600.0
226,225.0,25.0,5625.0
227,226.0,25.0,5650.0
228,227.0,25.0,5675.0
229,228.0,25.0,5700.0
230,229.0,25.0,5725.0
231,230.0,25.0,5750.0
232,231.0,25.0,5775.0
233,232.0,25.0,5800.0
234,233.0,25.0,5825.0
235,234.0,25.0,5850.0
236,235.0,25.0,5875.0
237,236.0,25.0,5900.0
238,237.0,25.0,5925.0
239,238.0,25.0,5950.0
240,239.0,25.0,5975.0
241,240.0,25.0,6000.0
242,241.0,25.0,6025.0
243,242.0,25.0,6050.0
244,243.0,25.0,6075.0
245,244.0,25.0,6100.0
246,245.0,25.0,6125.0
247,246.0,25.0,6150.0
248,247.0,25.0,6175.0
249,248.0,25.0,6200.0
250,249.0,25.0,6225.0
251,250.0,25.0,6250.0
252,251.0,25.0,6275.0
253,252.0,25.0,6300.0
254,253.0,25.0,6325.0
255,254.0,25.0,6350.0
256,255.0,25.0,6375.0
257,256.0,25.0,6400.0
258,257.0,25.0,6425.0
259,258.0,25.0,6450.0
260,259.0,25.0,6475.0
261,260.0,25.0,6500.0
262,261.0,25.0,6525.0
263,262.0,25.0,6550.0
264,263.0,25.0,6575.0
265,264.0,25.0,6600.0
266,265.0,25.0,6625.0
267,266.0,25.0,6650.0
268,267.0,25.0,6675.0
269,268.0,25.0,6700.0
270,269.0,25.0,6725.0
271,270.0,25.0,6750.0
272,271.0,25.0,6775.0
273,272.0,25.0,6800.0
274,273.0,25.0,6825.0
275,274.0,25.0,6850.0
276,275.0,25.0,6875.0
277,276.0,25.0,6900.0
278,277.0,25.0,6925.0
279,278.0,25.0,6950.0
280,279.0,25.0,6975.0
281,280.0,25.0,7000.0
282,281.0,25.0,7025.0
283,282.0,25.0,7050.0
284,283.0,25.0,7075.0
285,284.0,25.0,7100.0
286,285.0,25.0,7125.0
287,286.0,25.0,7150.0
288,287.0,25.0,7175.0
289,288.0,25.0,7200.0
290,289.0,25.0,7225.0
291,290.0,25.0,7250.0
292,291.0,25.0,7275.0
293,292.0,25.0,7300.0
294,293.0,25.0,7325.0
295,294.0,25.0,7350.0
296,295.0,25.0,7375.0
297,296.0,25.0,7400.0
298,297.0,25.0,7425.0
299,298.0,25.0,7450.0
300,299.0,25.0,7475.0
301,300.0,25.0,7500.0
302,301.0,25.0,7525.0
303,302.0,25.0,7550.0
304,303.0,25.0,7575.0
305,304.0,25.0,7600.0
306,305.0,25.0,7625.0
307,306.0,25.0,7650.0
308,307.0,25.0,7675.0
309,308.0,25.0,7700.0
310,309.0,25.0,7725.0
311,310.0,25.0,7750.0
312,311.0,25.0,7775.0
313,312.0,25.0,7800.0
314,313.0,25.0,7825.0
315,314.0,25.0,7850.0
316,315.0,25.0,7875.0
317,316.0,25.0,7900.0
318,317.0,25.0,7925.0
319,318.0,25.0,7950.0
320,319.0,25.0,7975.0
321,320.0,25.0,8000.0
322,321.0,25.0,8025.0
323,322.0,25.0,8050.0
324,323.0,25.0,8075.0
325,324.0,25.0,8100.0
326,325.0,25.0,8125.0
327,326.0,25.0,8150.0
328,327.0,25.0,8175.0
329,328.0,25.0,8200.0
330,329.0,25.0,8225.0
331,330.0,25.0,8250.0
332,331.0,25.0,8275.0
333,332.0,25.0,8300.0
334,333.0,25.0,8325.0
335,334.0,25.0,8350.0
336,335.0,25.0,8375.0
337,336.0,25.0,8400.0
338,337.0,25.0,8425.0
339,338.0,25.0,8450.0
340,339.0,25.0,8475.0
341,340.0,25.0,8500.0
342,341.0,25.0,8525.0
