n,pts_time,fps,frame_idx
0,0.0,30.0,1.0
1,1.0,30.0,31.0
2,2.0,30.0,61.0
3,3.0,30.0,91.0
4,4.0,30.0,121.0
5,5.0,30.0,151.0
6,6.0,30.0,181.0
7,7.0,30.0,211.0
8,8.0,30.0,241.0
9,9.0,30.0,271.0
10,10.0,30.0,301.0
11,11.0,30.0,331.0
12,12.0,30.0,361.0
13,13.0,30.0,391.0
14,14.0,30.0,421.0
15,15.0,30.0,451.0
16,16.0,30.0,481.0
17,17.0,30.0,511.0
18,18.0,30.0,541.0
19,19.0,30.0,571.0
20,20.0,30.0,601.0
21,21.0,30.0,631.0
22,22.0,30.0,661.0
23,23.0,30.0,691.0
24,24.0,30.0,721.0
25,25.0,30.0,751.0
26,26.0,30.0,781.0
27,27.0,30.0,811.0
28,28.0,30.0,841.0
29,29.0,30.0,871.0
30,30.0,30.0,901.0
31,31.0,30.0,931.0
32,32.0,30.0,961.0
33,33.0,30.0,991.0
34,34.0,30.0,1021.0
35,35.0,30.0,1051.0
36,36.0,30.0,1081.0
37,37.0,30.0,1111.0
38,38.0,30.0,1141.0
39,39.0,30.0,1171.0
40,40.0,30.0,1201.0
41,41.0,30.0,1231.0
42,42.0,30.0,1261.0
43,43.0,30.0,1291.0
44,44.0,30.0,1321.0
45,45.0,30.0,1351.0
46,46.0,30.0,1381.0
47,47.0,30.0,1411.0
48,48.0,30.0,1441.0
49,49.0,30.0,1471.0
50,50.0,30.0,1501.0
51,51.0,30.0,1531.0
52,52.0,30.0,1561.0
53,53.0,30.0,1591.0
54,54.0,30.0,1621.0
55,55.0,30.0,1651.0
56,56.0,30.0,1681.0
57,57.0,30.0,1711.0
58,58.0,30.0,1741.0
59,59.0,30.0,1771.0
60,60.0,30.0,1801.0
61,61.0,30.0,1831.0
62,62.0,30.0,1861.0
63,63.0,30.0,1891.0
64,64.0,30.0,1921.0
65,65.0,30.0,1951.0
66,66.0,30.0,1981.0
67,67.0,30.0,2011.0
68,68.0,30.0,2041.0
69,69.0,30.0,2071.0
70,70.0,30.0,2101.0
71,71.0,30.0,2131.0
72,72.0,30.0,2161.0
73,73.0,30.0,2191.0
74,74.0,30.0,2221.0
75,75.0,30.0,2251.0
76,76.0,30.0,2281.0
77,77.0,30.0,2311.0
78,78.0,30.0,2341.0
79,79.0,30.0,2371.0
80,80.0,30.0,2401.0
81,81.0,30.0,2431.0
82,82.0,30.0,2461.0
83,83.0,30.0,2491.0
84,84.0,30.0,2521.0
85,85.0,30.0,2551.0
86,86.0,30.0,2581.0
87,87.0,30.0,2611.0
88,88.0,30.0,2641.0
89,89.0,30.0,2671.0
90,90.0,30.0,2701.0
91,91.0,30.0,2731.0
92,92.0,30.0,2761.0
93,93.0,30.0,2791.0
94,94.0,30.0,2821.0
95,95.0,30.0,2851.0
96,96.0,30.0,2881.0
97,97.0,30.0,2911.0
98,98.0,30.0,2941.0
99,99.0,30.0,2971.0
100,100.0,30.0,3001.0
101,101.0,30.0,3031.0
102,102.0,30.0,3061.0
103,103.0,30.0,3091.0
104,104.0,30.0,3121.0
105,105.0,30.0,3151.0
106,106.0,30.0,3181.0
107,107.0,30.0,3211.0
108,108.0,30.0,3241.0
109,109.0,30.0,3271.0
110,110.0,30.0,3301.0
111,111.0,30.0,3331.0
112,112.0,30.0,3361.0
113,113.0,30.0,3391.0
114,114.0,30.0,3421.0
115,115.0,30.0,3451.0
116,116.0,30.0,3481.0
117,117.0,30.0,3511.0
118,118.0,30.0,3541.0
119,119.0,30.0,3571.0
120,120.0,30.0,3601.0
121,121.0,30.0,3631.0
122,122.0,30.0,3661.0
123,123.0,30.0,3691.0
124,124.0,30.0,3721.0
125,125.0,30.0,3751.0
126,126.0,30.0,3781.0
127,127.0,30.0,3811.0
128,128.0,30.0,3841.0
129,129.0,30.0,3871.0
130,130.0,30.0,3901.0
131,131.0,30.0,3931.0
132,132.0,30.0,3961.0
133,133.0,30.0,3991.0
134,134.0,30.0,4021.0
135,135.0,30.0,4051.0
136,136.0,30.0,4081.0
137,137.0,30.0,4111.0
138,138.0,30.0,4141.0
139,139.0,30.0,4171.0
140,140.0,30.0,4201.0
141,141.0,30.0,4231.0
142,142.0,30.0,4261.0
143,143.0,30.0,4291.0
144,144.0,30.0,4321.0
145,145.0,30.0,4351.0
146,146.0,30.0,4381.0
147,147.0,30.0,4411.0
148,148.0,30.0,4441.0
149,149.0,30.0,4471.0
150,150.0,30.0,4501.0
151,151.0,30.0,4531.0
152,152.0,30.0,4561.0
153,153.0,30.0,4591.0
154,154.0,30.0,4621.0
155,155.0,30.0,4651.0
156,156.0,30.0,4681.0
157,157.0,30.0,4711.0
158,158.0,30.0,4741.0
159,159.0,30.0,4771.0
160,160.0,30.0,4801.0
161,161.0,30.0,4831.0
162,162.0,30.0,4861.0
163,163.0,30.0,4891.0
164,164.0,30.0,4921.0
165,165.0,30.0,4951.0
166,166.0,30.0,4981.0
167,167.0,30.0,5011.0
168,168.0,30.0,5041.0
169,169.0,30.0,5071.0
170,170.0,30.0,5101.0
171,171.0,30.0,5131.0
172,172.0,30.0,5161.0
173,173.0,30.0,5191.0
174,174.0,30.0,5221.0
175,175.0,30.0,5251.0
176,176.0,30.0,5281.0
177,177.0,30.0,5311.0
178,178.0,30.0,5341.0
179,179.0,30.0,5371.0
180,180.0,30.0,5401.0
181,181.0,30.0,5431.0
182,182.0,30.0,5461.0
183,183.0,30.0,5491.0
184,184.0,30.0,5521.0
185,185.0,30.0,5551.0
186,186.0,30.0,5581.0
187,187.0,30.0,5611.0
188,188.0,30.0,5641.0
189,189.0,30.0,5671.0
190,190.0,30.0,5701.0
191,191.0,30.0,5731.0
192,192.0,30.0,5761.0
193,193.0,30.0,5791.0
194,194.0,30.0,5821.0
195,195.0,30.0,5851.0
196,196.0,30.0,5881.0
197,197.0,30.0,5911.0
198,198.0,30.0,5941.0
199,199.0,30.0,5971.0
200,200.0,30.0,6001.0
201,201.0,30.0,6031.0
202,202.0,30.0,6061.0
203,203.0,30.0,6091.0
204,204.0,30.0,6121.0
205,205.0,30.0,6151.0
206,206.0,30.0,6181.0
207,207.0,30.0,6211.0
208,208.0,30.0,6241.0
209,209.0,30.0,6271.0
210,210.0,30.0,6301.0
