n,pts_time,fps,frame_idx
1,0.0,25.0,0.0
2,1.0,25.0,25.0
3,2.0,25.0,50.0
4,3.0,25.0,75.0
5,4.0,25.0,100.0
6,5.0,25.0,125.0
7,6.0,25.0,150.0
8,7.0,25.0,175.0
9,8.0,25.0,200.0
10,9.0,25.0,225.0
11,10.0,25.0,250.0
12,11.0,25.0,275.0
13,12.0,25.0,300.0
14,13.0,25.0,325.0
15,14.0,25.0,350.0
16,15.0,25.0,375.0
17,16.0,25.0,400.0
18,17.0,25.0,425.0
19,18.0,25.0,450.0
20,19.0,25.0,475.0
21,20.0,25.0,500.0
22,21.0,25.0,525.0
23,22.0,25.0,550.0
24,23.0,25.0,575.0
25,24.0,25.0,600.0
26,25.0,25.0,625.0
27,26.0,25.0,650.0
28,27.0,25.0,675.0
29,28.0,25.0,700.0
30,29.0,25.0,725.0
31,30.0,25.0,750.0
32,31.0,25.0,775.0
33,32.0,25.0,800.0
34,33.0,25.0,825.0
35,34.0,25.0,850.0
36,35.0,25.0,875.0
37,36.0,25.0,900.0
38,37.0,25.0,925.0
39,38.0,25.0,950.0
40,39.0,25.0,975.0
41,40.0,25.0,1000.0
42,41.0,25.0,1025.0
43,42.0,25.0,1050.0
44,43.0,25.0,1075.0
45,44.0,25.0,1100.0
46,45.0,25.0,1125.0
47,46.0,25.0,1150.0
48,47.0,25.0,1175.0
49,48.0,25.0,1200.0
50,49.0,25.0,1225.0
51,50.0,25.0,1250.0
52,51.0,25.0,1275.0
53,52.0,25.0,1300.0
54,53.0,25.0,1325.0
55,54.0,25.0,1350.0
56,55.0,25.0,1375.0
57,56.0,25.0,1400.0
58,57.0,25.0,1425.0
59,58.0,25.0,1450.0
60,59.0,25.0,1475.0
61,60.0,25.0,1500.0
62,61.0,25.0,1525.0
63,62.0,25.0,1550.0
64,63.0,25.0,1575.0
65,64.0,25.0,1600.0
66,65.0,25.0,1625.0
67,66.0,25.0,1650.0
68,67.0,25.0,1675.0
69,68.0,25.0,1700.0
70,69.0,25.0,1725.0
71,70.0,25.0,1750.0
72,71.0,25.0,1775.0
73,72.0,25.0,1800.0
74,73.0,25.0,1825.0
75,74.0,25.0,1850.0
76,75.0,25.0,1875.0
77,76.0,25.0,1900.0
78,77.0,25.0,1925.0
79,78.0,25.0,1950.0
80,79.0,25.0,1975.0
81,80.0,25.0,2000.0
82,81.0,25.0,2025.0
83,82.0,25.0,2050.0
84,83.0,25.0,2075.0
85,84.0,25.0,2100.0
86,85.0,25.0,2125.0
87,86.0,25.0,2150.0
88,87.0,25.0,2175.0
89,88.0,25.0,2200.0
90,89.0,25.0,2225.0
