n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,1.0,25.0,25
3,2.0,25.0,50
4,3.0,25.0,75
5,4.0,25.0,100
6,5.0,25.0,125
7,6.0,25.0,150
8,7.0,25.0,175
9,8.0,25.0,200
10,9.0,25.0,225
11,10.0,25.0,250
12,11.0,25.0,275
13,12.0,25.0,300
14,13.0,25.0,325
15,14.0,25.0,350
16,15.0,25.0,375
17,16.0,25.0,400
18,17.0,25.0,425
19,18.0,25.0,450
20,19.0,25.0,475
21,20.0,25.0,500
22,21.0,25.0,525
23,22.0,25.0,550
24,23.0,25.0,575
25,24.0,25.0,600
26,25.0,25.0,625
27,26.0,25.0,650
28,27.0,25.0,675
29,28.0,25.0,700
30,29.0,25.0,725
31,30.0,25.0,750
32,31.0,25.0,775
33,32.0,25.0,800
34,33.0,25.0,825
35,34.0,25.0,850
36,35.0,25.0,875
37,36.0,25.0,900
38,37.0,25.0,925
39,38.0,25.0,950
40,39.0,25.0,975
41,40.0,25.0,1000
42,41.0,25.0,1025
43,42.0,25.0,1050
44,43.0,25.0,1075
45,44.0,25.0,1100
46,45.0,25.0,1125
47,46.0,25.0,1150
48,47.0,25.0,1175
49,48.0,25.0,1200
50,49.0,25.0,1225
51,50.0,25.0,1250
52,51.0,25.0,1275
53,52.0,25.0,1300
54,53.0,25.0,1325
55,54.0,25.0,1350
56,55.0,25.0,1375
57,56.0,25.0,1400
58,57.0,25.0,1425
59,58.0,25.0,1450
60,59.0,25.0,1475
61,60.0,25.0,1500
62,61.0,25.0,1525
63,62.0,25.0,1550
64,63.0,25.0,1575
65,64.0,25.0,1600
66,65.0,25.0,1625
67,66.0,25.0,1650
68,67.0,25.0,1675
69,68.0,25.0,1700
70,69.0,25.0,1725
71,70.0,25.0,1750
72,71.0,25.0,1775
73,72.0,25.0,1800
74,73.0,25.0,1825
75,74.0,25.0,1850
76,75.0,25.0,1875
77,76.0,25.0,1900
78,77.0,25.0,1925
79,78.0,25.0,1950
80,79.0,25.0,1975
81,80.0,25.0,2000
82,81.0,25.0,2025
83,82.0,25.0,2050
84,83.0,25.0,2075
85,84.0,25.0,2100
86,85.0,25.0,2125
87,86.0,25.0,2150
88,87.0,25.0,2175
89,88.0,25.0,2200
90,89.0,25.0,2225
91,90.0,25.0,2250
92,91.0,25.0,2275
93,92.0,25.0,2300
94,93.0,25.0,2325
95,94.0,25.0,2350
96,95.0,25.0,2375
97,96.0,25.0,2400
98,97.0,25.0,2425
99,98.0,25.0,2450
100,99.0,25.0,2475
101,100.0,25.0,2500
102,101.0,25.0,2525
103,102.0,25.0,2550
104,103.0,25.0,2575
105,104.0,25.0,2600
106,105.0,25.0,2625
107,106.0,25.0,2650
108,107.0,25.0,2675
109,108.0,25.0,2700
110,109.0,25.0,2725
111,110.0,25.0,2750
112,111.0,25.0,2775
113,112.0,25.0,2800
114,113.0,25.0,2825
115,114.0,25.0,2850
116,115.0,25.0,2875
117,116.0,25.0,2900
118,117.0,25.0,2925
119,118.0,25.0,2950
120,119.0,25.0,2975
121,120.0,25.0,3000
122,121.0,25.0,3025
123,122.0,25.0,3050
124,123.0,25.0,3075
125,124.0,25.0,3100
126,125.0,25.0,3125
127,126.0,25.0,3150
128,127.0,25.0,3175
129,128.0,25.0,3200
130,129.0,25.0,3225
131,130.0,25.0,3250
132,131.0,25.0,3275
133,132.0,25.0,3300
134,133.0,25.0,3325
135,134.0,25.0,3350
136,135.0,25.0,3375
137,136.0,25.0,3400
138,137.0,25.0,3425
139,138.0,25.0,3450
140,139.0,25.0,3475
141,140.0,25.0,3500
142,141.0,25.0,3525
143,142.0,25.0,3550
144,143.0,25.0,3575
145,144.0,25.0,3600
146,145.0,25.0,3625
147,146.0,25.0,3650
148,147.0,25.0,3675
149,148.0,25.0,3700
150,149.0,25.0,3725
151,150.0,25.0,3750
152,151.0,25.0,3775
153,152.0,25.0,3800
154,153.0,25.0,3825
155,154.0,25.0,3850
156,155.0,25.0,3875
157,156.0,25.0,3900
158,157.0,25.0,3925
159,158.0,25.0,3950
160,159.0,25.0,3975
161,160.0,25.0,4000
162,161.0,25.0,4025
163,162.0,25.0,4050
164,163.0,25.0,4075
165,164.0,25.0,4100
166,165.0,25.0,4125
167,166.0,25.0,4150
168,167.0,25.0,4175
169,168.0,25.0,4200
170,169.0,25.0,4225
171,170.0,25.0,4250
172,171.0,25.0,4275
173,172.0,25.0,4300
174,173.0,25.0,4325
175,174.0,25.0,4350
176,175.0,25.0,4375
177,176.0,25.0,4400
178,177.0,25.0,4425
179,178.0,25.0,4450
180,179.0,25.0,4475
181,180.0,25.0,4500
182,181.0,25.0,4525
183,182.0,25.0,4550
184,183.0,25.0,4575
185,184.0,25.0,4600
186,185.0,25.0,4625
187,186.0,25.0,4650
188,187.0,25.0,4675
189,188.0,25.0,4700
190,189.0,25.0,4725
191,190.0,25.0,4750
192,191.0,25.0,4775
193,192.0,25.0,4800
194,193.0,25.0,4825
195,194.0,25.0,4850
196,195.0,25.0,4875
197,196.0,25.0,4900
198,197.0,25.0,4925
199,198.0,25.0,4950
200,199.0,25.0,4975
201,200.0,25.0,5000
202,201.0,25.0,5025
203,202.0,25.0,5050
204,203.0,25.0,5075
205,204.0,25.0,5100
206,205.0,25.0,5125
207,206.0,25.0,5150
208,207.0,25.0,5175
209,208.0,25.0,5200
210,209.0,25.0,5225
211,210.0,25.0,5250
212,211.0,25.0,5275
213,212.0,25.0,5300
214,213.0,25.0,5325
215,214.0,25.0,5350
216,215.0,25.0,5375
217,216.0,25.0,5400
218,217.0,25.0,5425
219,218.0,25.0,5450
220,219.0,25.0,5475
221,220.0,25.0,5500
222,221.0,25.0,5525
223,222.0,25.0,5550
224,223.0,25.0,5575
225,224.0,25.0,5600
226,225.0,25.0,5625
227,226.0,25.0,5650
228,227.0,25.0,5675
229,228.0,25.0,5700
230,229.0,25.0,5725
231,230.0,25.0,5750
232,231.0,25.0,5775
233,232.0,25.0,5800
234,233.0,25.0,5825
235,234.0,25.0,5850
236,235.0,25.0,5875
237,236.0,25.0,5900
238,237.0,25.0,5925
239,238.0,25.0,5950
240,239.0,25.0,5975
241,240.0,25.0,6000
242,241.0,25.0,6025
243,242.0,25.0,6050
244,243.0,25.0,6075
245,244.0,25.0,6100
246,245.0,25.0,6125
247,246.0,25.0,6150
248,247.0,25.0,6175
249,248.0,25.0,6200
250,249.0,25.0,6225
251,250.0,25.0,6250
252,251.0,25.0,6275
253,252.0,25.0,6300
254,253.0,25.0,6325
255,254.0,25.0,6350
256,255.0,25.0,6375
257,256.0,25.0,6400
258,257.0,25.0,6425
259,258.0,25.0,6450
260,259.0,25.0,6475
261,260.0,25.0,6500
262,261.0,25.0,6525
263,262.0,25.0,6550
264,263.0,25.0,6575
265,264.0,25.0,6600
266,265.0,25.0,6625
267,266.0,25.0,6650
268,267.0,25.0,6675
269,268.0,25.0,6700
270,269.0,25.0,6725
271,270.0,25.0,6750
272,271.0,25.0,6775
273,272.0,25.0,6800
274,273.0,25.0,6825
275,274.0,25.0,6850
276,275.0,25.0,6875
277,276.0,25.0,6900
278,277.0,25.0,6925
279,278.0,25.0,6950
280,279.0,25.0,6975
281,280.0,25.0,7000
282,281.0,25.0,7025
283,282.0,25.0,7050
284,283.0,25.0,7075
285,284.0,25.0,7100
286,285.0,25.0,7125
287,286.0,25.0,7150
288,287.0,25.0,7175
289,288.0,25.0,7200
290,289.0,25.0,7225
291,290.0,25.0,7250
292,291.0,25.0,7275
293,292.0,25.0,7300
294,293.0,25.0,7325
295,294.0,25.0,7350
296,295.0,25.0,7375
297,296.0,25.0,7400
298,297.0,25.0,7425
299,298.0,25.0,7450
300,299.0,25.0,7475
301,300.0,25.0,7500
302,301.0,25.0,7525
303,302.0,25.0,7550
304,303.0,25.0,7575
305,304.0,25.0,7600
306,305.0,25.0,7625
307,306.0,25.0,7650
308,307.0,25.0,7675
309,308.0,25.0,7700
310,309.0,25.0,7725
311,310.0,25.0,7750
312,311.0,25.0,7775
313,312.0,25.0,7800
314,313.0,25.0,7825
