n,pts_time,fps,frame_idx
1,0.0,25.0,0
2,1.0,25.0,25
3,2.0,25.0,50
4,3.0,25.0,75
5,4.0,25.0,100
6,5.0,25.0,125
7,6.0,25.0,150
8,7.0,25.0,175
9,8.0,25.0,200
10,9.0,25.0,225
11,10.0,25.0,250
12,11.0,25.0,275
13,12.0,25.0,300
14,13.0,25.0,325
15,14.0,25.0,350
16,15.0,25.0,375
17,16.0,25.0,400
18,17.0,25.0,425
19,18.0,25.0,450
20,19.0,25.0,475
21,20.0,25.0,500
22,21.0,25.0,525
23,22.0,25.0,550
24,23.0,25.0,575
25,24.0,25.0,600
26,25.0,25.0,625
27,26.0,25.0,650
28,27.0,25.0,675
29,28.0,25.0,700
30,29.0,25.0,725
31,30.0,25.0,750
32,31.0,25.0,775
33,32.0,25.0,800
34,33.0,25.0,825
35,34.0,25.0,850
36,35.0,25.0,875
37,36.0,25.0,900
38,37.0,25.0,925
39,38.0,25.0,950
40,39.0,25.0,975
41,40.0,25.0,1000
42,41.0,25.0,1025
43,42.0,25.0,1050
44,43.0,25.0,1075
45,44.0,25.0,1100
46,45.0,25.0,1125
47,46.0,25.0,1150
48,47.0,25.0,1175
49,48.0,25.0,1200
50,49.0,25.0,1225
51,50.0,25.0,1250
52,51.0,25.0,1275
53,52.0,25.0,1300
54,53.0,25.0,1325
55,54.0,25.0,1350
56,55.0,25.0,1375
57,56.0,25.0,1400
58,57.0,25.0,1425
59,58.0,25.0,1450
60,59.0,25.0,1475
61,60.0,25.0,1500
62,61.0,25.0,1525
63,62.0,25.0,1550
64,63.0,25.0,1575
65,64.0,25.0,1600
66,65.0,25.0,1625
67,66.0,25.0,1650
68,67.0,25.0,1675
69,68.0,25.0,1700
70,69.0,25.0,1725
71,70.0,25.0,1750
72,71.0,25.0,1775
73,72.0,25.0,1800
74,73.0,25.0,1825
75,74.0,25.0,1850
76,75.0,25.0,1875
77,76.0,25.0,1900
78,77.0,25.0,1925
79,78.0,25.0,1950
80,79.0,25.0,1975
81,80.0,25.0,2000
82,81.0,25.0,2025
83,82.0,25.0,2050
84,83.0,25.0,2075
85,84.0,25.0,2100
86,85.0,25.0,2125
87,86.0,25.0,2150
88,87.0,25.0,2175
89,88.0,25.0,2200
90,89.0,25.0,2225
91,90.0,25.0,2250
92,91.0,25.0,2275
93,92.0,25.0,2300
94,93.0,25.0,2325
95,94.0,25.0,2350
96,95.0,25.0,2375
97,96.0,25.0,2400
98,97.0,25.0,2425
